"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-06-20","0.00",",,W,2400","0.0",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-06-21","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-06-22","0.00","T,,W,2400","0.0",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-06-23","0.00","T,,W,2400","0.0",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-06-24","0.13",",,W,2400","0.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-06-25","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-06-26","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-06-27","0.00",",,W,2400","0.0",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-06-28","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-06-29","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-06-30","0.00",",,W,2400","0.0",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-07-01","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-07-02","0.02",",,W,2400","0.0",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-07-03","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-07-04","0.00",",,W,2400","0.0",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-07-05","0.00","T,,W,2400","0.0",",,W",,,,,"    1",",,W",,,,,,,,,"    1",",,W",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-07-06","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-07-07","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-07-08","0.00",",,W,2400","0.0",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-07-09","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-07-10","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-07-11","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-07-12","0.00",",,W,2400","0.0",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-07-13","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,"    1",",,W",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-07-14","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-07-15","0.21",",,W,2400","0.0",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-07-16","0.07",",,W,2400","0.0",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-07-17","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-07-18","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-07-19","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-07-20","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-07-21","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-07-22","0.00","T,,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-07-23","0.43",",,W,2400","0.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-07-24","0.13",",,W,2400","0.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-07-25","0.08",",,W,2400","0.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-07-26","0.08",",,W,2400","0.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-07-27","0.00","T,,W,2400","0.0",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-07-28","0.01",",,W,2400","0.0",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-07-29","0.00",",,W,2400","0.0",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-07-30","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-07-31","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-08-01","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-08-02","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-08-03","0.09",",,W,2400","0.0",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-08-04","0.00","T,,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-08-05","0.00","T,,W,2400","0.0",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-08-06","0.31",",,W,2400","0.0",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-08-07","0.06",",,W,2400","0.0","T,,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-08-08","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,"    1",",,W",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-08-09","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-08-10","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-08-11","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-08-12","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-08-13","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-08-14","0.38",",,W,2400","0.0",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-08-15","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-08-16","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-08-17","0.00",",,W,2400","0.0",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-08-18","0.07",",,W,2400","0.0",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-08-19","0.01",",,W,2400","0.0",",,W",,,,,"    1",",,W",,,,,,,,,"    1",",,W",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-08-20","0.00",",,W,2400","0.0",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-08-21","0.00","T,,W,2400","0.0",",,W",,,,,,,,,,,,,,,"    1",",,W",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-08-22","0.00","T,,W,2400","0.0",",,W","    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-08-23","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-08-24","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,"    1",",,W",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-08-25","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-08-26","0.01",",,W,2400","0.0",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-08-27","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,"    1",",,W","    1",",,W",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-08-28","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-08-29","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-08-30","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-08-31","0.00","T,,W,2400","0.0",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-09-01","0.00","T,,W,2400","0.0",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-09-02","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-09-03","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-09-04","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-09-05","0.07",",,W,2400","0.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-09-06","0.00",",,W,2400","0.0",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-09-07","0.01",",,W,2400","0.0",",,W","    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-09-08","0.00","T,,W,2400","0.0",",,W",,,,,"    1",",,W",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-09-09","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-09-10","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-09-11","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-09-12","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-09-13","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-09-14","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,"    1",",,W",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-09-15","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-09-16","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-09-17","0.00","T,,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-09-18","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-09-19","0.08",",,W,2400","0.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-09-20","0.01",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-09-21","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-09-22","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-09-23","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-09-24","0.01",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-09-25","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-09-26","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-09-27","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-09-28","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-09-29","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-09-30","0.00",",,W,2400","0.0",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-10-01","0.00","T,,W,2400","0.0",",,W","    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-10-02","0.00","T,,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-10-03","0.00","T,,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-10-04","0.00","T,,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-10-05","0.08",",,W,2400","0.0",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-10-06","0.16",",,W,2400","0.5",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-10-07","0.31",",,W,2400","0.0",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-10-08","0.07",",,W,2400","0.0","T,,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-10-09","0.03",",,W,2400","0.0","T,,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-10-10","0.00","T,,W,2400","0.0","T,,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-10-11","0.01",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-10-12","0.00",",,W,2400","0.0",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-10-13","0.02",",,W,2400","0.0","T,,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-10-14","0.09",",,W,2400","2.7",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-10-15","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-10-16","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-10-17","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-10-18","0.00","T,,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-10-19","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-10-20","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-10-21","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-10-22","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-10-23","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-10-24","0.00","T,,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-10-25","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-10-26","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-10-27","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-10-28","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-10-29","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-10-30","0.22",",,W,2400","0.0","T,,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-10-31","0.00","T,,W,2400","0.0","T,,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-11-01","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-11-02","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-11-03","0.03",",,W,2400","0.0","T,,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-11-04","0.00","T,,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-11-05","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-11-06","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-11-07","0.00","T,,W,2400","0.0","T,,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-11-08","0.00",",,W,2400","0.0",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-11-09","0.00",",,W,2400","0.0",",,W",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.8328","-104.6575","1650.2","2018-11-10","0.00","T,,W,2400","0.0","T,,W",,,,,,,,,,,,,,,,,,
