Id,Id2,Geography,"April 1, 2010 - Census","April 1, 2010 - Estimates Base",Population Estimate (as of July 1) - 2010,Population Estimate (as of July 1) - 2011,Population Estimate (as of July 1) - 2012,Population Estimate (as of July 1) - 2013,Population Estimate (as of July 1) - 2014,Population Estimate (as of July 1) - 2015,Population Estimate (as of July 1) - 2016,Population Estimate (as of July 1) - 2017,Population Estimate (as of July 1) - 2018
0500000US08007,8007,"Archuleta County, Colorado",12084,12084,12046,12022,12133,12218,12233,12393,12832,13317,13765
0500000US08009,8009,"Baca County, Colorado",3788,3787,3807,3777,3722,3656,3587,3553,3528,3563,3585
0500000US08011,8011,"Bent County, Colorado",6499,6499,6500,6339,5827,5746,5784,5879,5645,5857,5882
0500000US08013,8013,"Boulder County, Colorado",294567,294561,295774,300897,305565,310247,313298,319175,322527,324073,326078
0500000US08014,8014,"Broomfield County, Colorado",55889,55856,56221,57482,58963,60149,61769,64856,66474,68232,69267
0500000US08015,8015,"Chaffee County, Colorado",17809,17809,17808,18030,18153,18358,18453,18600,19089,19651,20027
0500000US08017,8017,"Cheyenne County, Colorado",1836,1833,1833,1862,1872,1878,1846,1827,1849,1860,1876
0500000US08019,8019,"Clear Creek County, Colorado",9088,9064,9073,9001,9008,9013,9114,9237,9356,9582,9605
0500000US08021,8021,"Conejos County, Colorado",8256,8256,8312,8289,8249,8200,8233,8069,8057,8153,8200
0500000US08023,8023,"Costilla County, Colorado",3524,3524,3529,3642,3605,3543,3564,3577,3696,3772,3828
0500000US08025,8025,"Crowley County, Colorado",5823,5823,5861,5882,5460,5346,5609,5622,5261,5798,5858
0500000US08027,8027,"Custer County, Colorado",4255,4255,4283,4228,4222,4265,4344,4438,4593,4873,4954
0500000US08029,8029,"Delta County, Colorado",30952,30952,30859,30390,30466,30339,29965,29919,30356,30537,30953
0500000US08031,8031,"Denver County, Colorado",600158,599815,603354,620513,635277,649513,664870,683665,696618,705439,716492
0500000US08033,8033,"Dolores County, Colorado",2064,2064,2069,2044,2009,2033,1977,1981,2056,2053,2074
0500000US08035,8035,"Douglas County, Colorado",285465,285465,286977,292513,298698,306232,314574,321964,328088,335668,342776
0500000US08037,8037,"Eagle County, Colorado",52197,52196,52104,52072,52366,52857,53323,53896,54579,54992,54993
0500000US08039,8039,"Elbert County, Colorado",23086,23088,23143,23176,23273,23541,24033,24621,25138,25735,26282
0500000US08041,8041,"El Paso County, Colorado",622263,622250,626904,637120,645879,655320,663266,674156,688687,700800,713856
0500000US08043,8043,"Fremont County, Colorado",46824,46824,46835,47379,47060,46310,46133,46267,46982,47607,48021
0500000US08045,8045,"Garfield County, Colorado",56389,56389,56092,56065,56788,56971,57201,57760,58847,59113,59770
0500000US08047,8047,"Gilpin County, Colorado",5441,5453,5475,5431,5434,5534,5751,5807,5914,6026,6121
0500000US08049,8049,"Grand County, Colorado",14843,14843,14796,14562,14220,14311,14559,14721,15170,15356,15525
0500000US08051,8051,"Gunnison County, Colorado",15324,15324,15355,15322,15436,15653,15842,16178,16489,16931,17246
0500000US08053,8053,"Hinsdale County, Colorado",843,843,844,825,802,804,773,764,788,791,811
0500000US08055,8055,"Huerfano County, Colorado",6711,6711,6680,6527,6565,6463,6396,6407,6579,6645,6889
0500000US08057,8057,"Jackson County, Colorado",1394,1393,1389,1357,1325,1336,1385,1352,1357,1379,1399
0500000US08059,8059,"Jefferson County, Colorado",534543,534829,535833,540755,546764,552254,559085,565223,571779,575817,580233
0500000US08061,8061,"Kiowa County, Colorado",1398,1398,1404,1431,1409,1392,1380,1384,1342,1367,1383
0500000US08063,8063,"Kit Carson County, Colorado",8270,8270,8263,8170,8074,8247,8020,8215,7625,7152,7163
0500000US08065,8065,"Lake County, Colorado",7310,7310,7264,7342,7253,7265,7320,7442,7584,7753,7824
0500000US08067,8067,"La Plata County, Colorado",51334,51335,51343,51794,52369,53287,53788,54609,55258,55541,56310
0500000US08069,8069,"Larimer County, Colorado",299630,299615,300450,305237,310856,316258,324061,333309,338926,343993,350518
0500000US08071,8071,"Las Animas County, Colorado",15507,15507,15413,15041,14980,14390,14044,14043,14076,14231,14503
0500000US08073,8073,"Lincoln County, Colorado",5467,5469,5471,5418,5441,5435,5504,5545,5549,5530,5610
0500000US08075,8075,"Logan County, Colorado",22709,22709,22033,21869,21661,21469,21748,21771,21733,21665,21528
0500000US08077,8077,"Mesa County, Colorado",146723,146717,146361,147285,147437,147313,147312,148227,149838,151406,153207
0500000US08079,8079,"Mineral County, Colorado",712,712,704,711,719,732,703,744,757,759,776
0500000US08081,8081,"Moffat County, Colorado",13795,13791,13794,13421,13169,13124,12934,12938,13143,13095,13188
0500000US08083,8083,"Montezuma County, Colorado",25535,25541,25577,25474,25475,25544,25516,25722,25999,26148,26158
0500000US08085,8085,"Montrose County, Colorado",41276,41277,41186,40972,40654,40555,40596,40576,41168,41785,42214
0500000US08087,8087,"Morgan County, Colorado",28159,28159,28243,28453,28257,28236,28120,28237,28143,28228,28558
0500000US08089,8089,"Otero County, Colorado",18831,18833,18888,18867,18660,18481,18367,18210,18212,18403,18432
0500000US08091,8091,"Ouray County, Colorado",4436,4442,4456,4423,4506,4552,4574,4607,4788,4809,4833
0500000US08093,8093,"Park County, Colorado",16206,16204,16280,16055,16048,16184,16384,16736,17362,17920,18556
0500000US08095,8095,"Phillips County, Colorado",4442,4442,4470,4400,4416,4385,4395,4329,4283,4297,4286
0500000US08097,8097,"Pitkin County, Colorado",17148,17149,17160,17175,17299,17469,17726,17948,17967,17952,17950
0500000US08099,8099,"Prowers County, Colorado",12551,12551,12575,12529,12450,12345,12089,11971,11967,12071,12164
0500000US08101,8101,"Pueblo County, Colorado",159063,159063,159466,160248,160810,161145,161480,163111,164877,166426,167529
0500000US08103,8103,"Rio Blanco County, Colorado",6666,6673,6675,6782,6808,6747,6625,6503,6469,6394,6336
0500000US08105,8105,"Rio Grande County, Colorado",11982,11982,12023,11914,11867,11679,11508,11356,11337,11306,11250
0500000US08107,8107,"Routt County, Colorado",23509,23506,23448,23264,23285,23612,24083,24422,24787,25346,25733
0500000US08109,8109,"Saguache County, Colorado",6108,6108,6136,6187,6331,6242,6198,6251,6406,6643,6843
0500000US08111,8111,"San Juan County, Colorado",699,699,708,690,692,691,711,688,689,711,762
0500000US08113,8113,"San Miguel County, Colorado",7359,7359,7357,7486,7581,7622,7740,7840,8023,8047,8191
0500000US08115,8115,"Sedgwick County, Colorado",2379,2382,2371,2371,2377,2339,2333,2375,2405,2334,2303
0500000US08117,8117,"Summit County, Colorado",27994,27994,28077,28046,28307,28738,29330,30126,30676,31004,31007
0500000US08119,8119,"Teller County, Colorado",23350,23359,23469,23366,23442,23354,23430,23377,24036,24638,25083
0500000US08121,8121,"Washington County, Colorado",4814,4812,4821,4762,4700,4742,4732,4786,4836,4936,4909
0500000US08123,8123,"Weld County, Colorado",252825,252847,254198,258783,264058,270126,276037,285033,294965,305274,314305
0500000US08125,8125,"Yuma County, Colorado",10043,10043,10049,10134,10103,10135,10182,10050,10080,10015,10020
0500000US09001,9001,"Fairfield County, Connecticut",916829,916864,919330,927897,935097,939991,944355,945301,944802,943457,943823
0500000US09003,9003,"Hartford County, Connecticut",894014,894033,895226,896776,897694,897724,897493,896358,894170,892931,892697
0500000US09005,9005,"Litchfield County, Connecticut",189927,189925,189806,189002,187609,186886,185398,184133,182801,181710,181111
0500000US09007,9007,"Middlesex County, Connecticut",165676,165676,165602,166176,165441,165156,164597,163555,163152,162855,162682
0500000US09009,9009,"New Haven County, Connecticut",862477,862456,863382,863827,864589,862889,862996,860292,857991,857794,857620
0500000US09011,9011,"New London County, Connecticut",274055,274068,273998,273013,274085,272981,271465,269717,268612,267826,266784
0500000US09013,9013,"Tolland County, Connecticut",152691,152744,153236,153027,151963,151783,151710,151685,151094,150933,150921
0500000US09015,9015,"Windham County, Connecticut",118428,118381,118545,118305,117917,117505,116769,116468,116052,116374,117027
0500000US10001,10001,"Kent County, Delaware",162310,162349,162955,165097,167288,169029,171458,173129,174528,176445,178550
0500000US10003,10003,"New Castle County, Delaware",538479,538479,538750,541866,544861,548383,550851,553658,555403,556419,559335
0500000US10005,10005,"Sussex County, Delaware",197145,197106,197890,200353,203039,206226,210287,214626,219285,224214,229286
0500000US11001,11001,"District of Columbia, District of Columbia",601723,601766,605085,619602,634725,650431,662513,675254,686575,695691,702455
0500000US12001,12001,"Alachua County, Florida",247336,247337,247613,249806,251513,252498,255499,259177,264287,266820,269956
0500000US12003,12003,"Baker County, Florida",27115,27115,27062,27043,27047,27001,27118,27351,27872,28230,28355
0500000US12005,12005,"Bay County, Florida",168852,168852,169205,169541,171749,174606,178305,181387,183384,184046,185287
0500000US12007,12007,"Bradford County, Florida",28520,28520,28536,28432,27049,26803,26553,26743,26736,27133,27732
0500000US12009,12009,"Brevard County, Florida",543376,543372,543972,544319,546978,550290,555598,565992,577338,588265,596849
0500000US12011,12011,"Broward County, Florida",1748066,1748146,1752834,1786955,1814489,1837055,1861602,1885443,1912977,1934471,1951260
0500000US12013,12013,"Calhoun County, Florida",14625,14625,14646,14715,14663,14577,14451,14411,14334,14437,14587
0500000US12015,12015,"Charlotte County, Florida",159978,159964,159867,159851,162749,164694,168075,172437,177722,181537,184998
0500000US12017,12017,"Citrus County, Florida",141236,141229,141171,139756,139175,138830,138833,140311,142850,145512,147929
0500000US12019,12019,"Clay County, Florida",190865,190865,191434,192278,193836,195645,198572,202386,207247,212177,216072
0500000US12021,12021,"Collier County, Florida",321520,321521,322595,327632,332277,339065,347326,356107,365345,372345,378488
0500000US12023,12023,"Columbia County, Florida",67531,67526,67553,67309,67879,67415,67784,68197,69217,69825,70503
0500000US12027,12027,"DeSoto County, Florida",34862,34862,34933,34841,35006,34905,35344,35650,36261,37252,37489
0500000US12029,12029,"Dixie County, Florida",16422,16422,16401,16405,16154,16083,16038,16352,16461,16636,16700
0500000US12031,12031,"Duval County, Florida",864263,864267,865637,872297,880095,885975,896743,910584,925996,937642,950181
0500000US12033,12033,"Escambia County, Florida",297619,297620,298039,299357,303397,306677,307951,309332,311537,313258,315534
0500000US12035,12035,"Flagler County, Florida",95696,95703,96077,97465,98447,99816,101922,104420,107351,109937,112067
0500000US12037,12037,"Franklin County, Florida",11549,11549,11522,11469,11608,11521,11658,11706,11830,11752,11736
0500000US12039,12039,"Gadsden County, Florida",46389,47744,47793,47366,46581,46090,46119,46051,46051,45972,45894
0500000US12041,12041,"Gilchrist County, Florida",16939,16941,16999,16990,16892,16953,16987,17369,17598,17865,18256
0500000US12043,12043,"Glades County, Florida",12884,12881,12870,12836,12670,12672,12952,13111,13420,13608,13724
0500000US12045,12045,"Gulf County, Florida",15863,15861,15823,15758,15767,15881,16000,15928,16061,16122,16164
0500000US12047,12047,"Hamilton County, Florida",14799,14799,14683,14592,14720,14339,14070,14267,14309,14389,14310
0500000US12049,12049,"Hardee County, Florida",27731,27731,27724,27682,27444,27319,27281,27185,27229,27202,27245
0500000US12051,12051,"Hendry County, Florida",39140,39143,39013,38977,37887,37831,38508,39325,40103,41144,41556
0500000US12053,12053,"Hernando County, Florida",172778,172777,172966,172830,172719,173655,175322,177949,182558,186784,190865
0500000US12055,12055,"Highlands County, Florida",98786,98786,98634,98477,98222,98088,98606,100222,102191,104060,105424
0500000US12057,12057,"Hillsborough County, Florida",1229226,1229178,1233491,1271110,1281712,1293824,1317571,1348848,1380991,1410115,1436888
0500000US12059,12059,"Holmes County, Florida",19927,19924,19845,19838,19696,19595,19566,19270,19389,19448,19477
0500000US12061,12061,"Indian River County, Florida",138028,138028,138272,139100,140485,141913,144469,147478,151248,154314,157413
0500000US12063,12063,"Jackson County, Florida",49746,49761,49646,49188,49106,48878,48733,48625,48337,48360,48305
0500000US12065,12065,"Jefferson County, Florida",14761,14759,14754,14526,14216,14207,14052,14101,13938,14147,14288
0500000US12067,12067,"Lafayette County, Florida",8870,8870,8810,8801,8796,8822,8869,8734,8763,8623,8732
0500000US12069,12069,"Lake County, Florida",297052,297052,297708,300488,303738,308002,315388,325091,334748,345087,356495
0500000US12071,12071,"Lee County, Florida",618754,618754,620454,631031,644243,659920,677361,699530,722386,739506,754610
0500000US12073,12073,"Leon County, Florida",275487,275484,275969,278334,283609,281893,283785,285997,286977,291247,292502
0500000US12075,12075,"Levy County, Florida",40801,40801,40723,40151,39826,39437,39302,39599,39829,40306,40770
0500000US12077,12077,"Liberty County, Florida",8365,8365,8348,8261,8298,8358,8414,8408,8302,8242,8457
0500000US12079,12079,"Madison County, Florida",19224,19230,19252,19131,18975,18761,18602,18474,18299,18465,18529
0500000US12081,12081,"Manatee County, Florida",322833,322879,323427,327549,333886,341933,350972,362587,375402,385450,394855
0500000US12083,12083,"Marion County, Florida",331298,331299,331340,332275,333900,335117,338057,342335,347767,353717,359977
0500000US12085,12085,"Martin County, Florida",146318,146852,146916,147865,148983,151144,153153,155624,158426,159792,160912
0500000US12086,12086,"Miami-Dade County, Florida",2496435,2498013,2507065,2569856,2602184,2635640,2660389,2688156,2722574,2744878,2761581
0500000US12087,12087,"Monroe County, Florida",73090,73090,73220,73963,74568,75834,76284,76696,76982,76636,75027
0500000US12089,12089,"Nassau County, Florida",73314,73310,73513,74139,74512,75384,76253,77930,80009,82864,85832
0500000US12091,12091,"Okaloosa County, Florida",180822,180825,180715,183088,189761,192697,194633,197839,200260,203684,207269
0500000US12093,12093,"Okeechobee County, Florida",39996,39996,40028,39871,39718,39491,39581,39836,40716,41188,41537
0500000US12095,12095,"Orange County, Florida",1145956,1145954,1148593,1170526,1202594,1227642,1256908,1290639,1324843,1352933,1380645
0500000US12097,12097,"Osceola County, Florida",268685,268683,269841,278637,288908,299304,311137,323578,337730,352661,367990
0500000US12099,12099,"Palm Beach County, Florida",1320134,1320135,1323648,1336720,1355058,1376716,1399039,1424685,1451384,1470338,1485941
0500000US12101,12101,"Pasco County, Florida",464697,464703,465486,466428,469641,474388,483465,494919,509929,525021,539630
0500000US12103,12103,"Pinellas County, Florida",916542,916804,916424,918380,921647,928488,936517,947535,960737,969305,975280
0500000US12105,12105,"Polk County, Florida",602095,602098,603128,609943,615486,622712,634520,648758,666236,685830,708009
0500000US12107,12107,"Putnam County, Florida",74364,74368,74207,73639,72912,72362,71968,71935,72378,73385,74163
0500000US12109,12109,"St. Johns County, Florida",190039,190034,191243,196088,202061,209449,217865,226464,234996,243928,254261
0500000US12111,12111,"St. Lucie County, Florida",277789,277255,278270,280420,282974,285370,290146,297442,305837,313400,321128
0500000US12113,12113,"Santa Rosa County, Florida",151372,151371,152908,155722,158189,160389,162669,166231,169892,174069,179349
0500000US12115,12115,"Sarasota County, Florida",379448,379435,379937,382223,386465,389997,396445,404842,413027,419689,426718
0500000US12117,12117,"Seminole County, Florida",422718,422713,423057,426307,430539,435531,441453,448246,455665,462236,467832
0500000US12119,12119,"Sumter County, Florida",93420,93420,94278,97972,101674,106908,112245,117070,121995,124933,128754
0500000US12121,12121,"Suwannee County, Florida",41551,41555,42330,43360,43531,43584,43784,43671,43837,44136,44191
0500000US12123,12123,"Taylor County, Florida",22570,22571,22590,22656,22753,22868,22579,22360,22115,21815,21623
0500000US12125,12125,"Union County, Florida",15535,15535,15544,15299,15258,15162,15260,15274,15252,15469,14940
0500000US12127,12127,"Volusia County, Florida",494593,494596,494445,494421,496537,500474,506786,516918,528747,538180,547538
0500000US12129,12129,"Wakulla County, Florida",30776,30783,30825,30970,30852,30999,31410,31522,31893,32101,32461
0500000US12131,12131,"Walton County, Florida",55043,55043,55211,55590,57186,59186,61183,63048,65410,68275,71375
